plot_ID,reserve,site_ID,time,date,weather,megafauna_presence,topographic_position,bare_ground,rock_cover,tsq_x_shrub,tsq_t_shrub,tsq_x_tree,tsq_t_tree,camera_ID,notes
KA_S05_P01,Kaingo,KA_S05,7:44,16/03/2024,Sunny,Small antelope droppings nearby,Flat,50,10,150,10,180,54,,
KA_S05_P02,Kaingo,KA_S05,8:52,16/03/2024,Sunny,Small antelope droppings nearby,Flat,65,0,150,340,110,730,,
KA_S05_P03,Kaingo,KA_S05,9:48,16/03/2024,Sunny,"Zebra dung in plot, small antelope dung nearby",Flat,75,2,220,20,510,340,,
KA_S05_P04,Kaingo,KA_S05,10:33,16/03/2024,Sunny,No obvious signs ,Flat,40,30,34,126,118,132,,
KA_S05_P05,Kaingo,KA_S05,11:34,16/03/2024,Sunny,No obvious signs,Flat,55,0,30,110,270,460,,
SW_S01_P01,Swebeswebe,SW_S01,15:21,18/03/2024,"Hot, sunny",Variety of antelope droppings,Flat,10,0,200,190,550,160,,Very gravelly soil
SW_S01_P02,Swebeswebe,SW_S01,16:19,18/03/2024,"Hot, sunny",Small antelope droppings,Flat,85,0,487,153,520,550,,Very gravelly soil
SW_S01_P03,Swebeswebe,SW_S01,16:56,18/03/2024,Sunny,Old small antelope droppings,Flat,70,0,330,670,340,1432,,
SW_S01_P04,Swebeswebe,SW_S01,17:31,18/03/2024,Sunny,Small antelope droppings,Flat,65,0,320,20,510,710,,
SW_S01_P05,Swebeswebe,SW_S01,17:56,18/03/2024,Sunny,Antelope footprints,Flat,75,0,13,58,179,130,,
SW_S02_P01,Swebeswebe,SW_S02,7:42,20/03/2024,Sunny,"Browsing damage, small antelope droppings",Flat,40,15,324,90,370,356,,Sloped and rocky surrounding plot
SW_S02_P02,Swebeswebe,SW_S02,8:39,20/03/2024,Sunny,Browsing damage ,Flat,30,30,150,68,269,536,,Sloped and rocky surrounding plot
SW_S02_P03,Swebeswebe,SW_S02,9:20,20/03/2024,Sunny,"Browsing damage, zebra dung and small antelope droppings nearby.",Flat,65,0,155,155,243,110,ECO_42,Sloped and rocky surrounding plot
SW_S02_P04,Swebeswebe,SW_S02,10:00,20/03/2024,Sunny,Small antelope droppings nearby ,Flat,50,0,50,62,230,43,,Sloped and rocky surrounding plot
SW_S02_P05,Swebeswebe,SW_S02,11:02,20/03/2024,Sunny,No obv signs,Flat,50,20,50,180,110,130,,"Semi- shaded, sloped and rocky surrounding plot"
SW_S03_P01,Swebeswebe,SW_S03,13:43,20/03/2024,"Hot, sunny",Antelope droppings nearby,Flat,30,10,450,330,416,600,,
SW_S03_P02,Swebeswebe,SW_S03,14:15,20/03/2024,"Hot, sunny",Old antelope droppings nearby,Flat,30,0,900,185,950,970,,
SW_S03_P03,Swebeswebe,SW_S03,15:00,20/03/2024,"Hot, sunny",Old zebra dung,Flat,20,60,190,88,89,235,ECO_43,Between big rocks
SW_S03_P04,Swebeswebe,SW_S03,15:37,20/03/2024,"Sunny, windy",Old zebra dung,Flat,30,1,140,389,152,110,,
SW_S03_P05,Swebeswebe,SW_S03,16:34,20/03/2024,"Very windy, about to storm",No obvious signs,Flat,70,10,45,570,20,40,,Between big rocks
SW_S04_P01,Swebeswebe,SW_S04,7:00,21/03/2024,Overcast,Zebra dung nearby,Flat,50,5,209,210,440,70,,
SW_S04_P02,Swebeswebe,SW_S04,7:27,21/03/2024,Overcast,Wildlife path nearby,Flat,40,2,581,80,80,216,,
SW_S04_P03,Swebeswebe,SW_S04,8:18,21/03/2024,"Sunny, some clouds",Antelope droppings in plot,Flat,30,10,47,484,152,346,ECO_44,
SW_S04_P04,Swebeswebe,SW_S04,8:52,21/03/2024,Mostly cloudy,Old antelope dung,Flat,80,0,80,520,45,42,,Shaded
SW_S04_P05,Swebeswebe,SW_S04,9:37,21/03/2024,Mostly cloudy,Antelope droppings in plot,Flat,25,1,146,60,190,85,,
SW_S05_P01,Swebeswebe,SW_S05,11:38,21/03/2024,"Sunny, some clouds",Kudu droppings in plot,Flat,45,1,133,231,125,605,,
SW_S05_P02,Swebeswebe,SW_S05,12:07,21/03/2024,Partly cloudy,Kudu droppings nearby,Flat,30,2,135,400,110,136,,
SW_S05_P03,Swebeswebe,SW_S05,12:55,21/03/2024,Mostly cloudy,Heavy browsing damage,Flat,60,0,65,254,188,80,ECO_45,
SW_S05_P04,Swebeswebe,SW_S05,13:35,21/03/2024,Mostly cloudy,Small antelope droppings in plot,Flat,25,0,70,75,90,126,,
SW_S05_P05,Swebeswebe,SW_S05,14:20,21/03/2024,"Sunny, some clouds ",No obvious signs,Flat,75,0,80,100,300,160,,
MA_S01_P01,Marakele,MA_S01,9:46,24/03/2024,Sunny,No obvious signs,Flat,40,0,99,100,370,205,,
MA_S01_P02,Marakele,MA_S01,11:04,24/03/2024,Sunny,No obvious signs,Flat,50,0,74,110,290,230,,
MA_S01_P03,Marakele,MA_S01,12:04,24/03/2024,"Sunny, windy ",No obvious signs,Flat,25,0,99,90,370,380,ECO_46,
MA_S01_P04,Marakele,MA_S01,12:57,24/03/2024,"Hot, windy",No obvious signs,Flat,25,0,40,170,380,140,,
MA_S01_P05,Marakele,MA_S01,13:37,24/03/2024,"Hot, sunny",No obvious signs,Flat,40,0,50,130,280,370,,
MA_S02_P01,Marakele,MA_S02,14:30,24/03/2024,"Hot, sunny",No obvious signs,Flat,15,0,45,50,490,475,,
MA_S02_P02,Marakele,MA_S02,15:32,24/03/2024,"Sunny, some clouds",No obvious signs,Flat,50,0,30,60,1000,1400,,
MA_S02_P03,Marakele,MA_S02,16:12,24/03/2024,Sunny,No obvious signs,Flat,5,0,130,310,910,300,ECO_47,
MA_S02_P04,Marakele,MA_S02,16:44,24/03/2024,Sunny,Warthog dung in plot,Flat,40,0,108,98,320,230,,
MA_S02_P05,Marakele,MA_S02,17:17,24/03/2024,Sunny,No obvious signs,Flat,10,0,340,250,760,140,,
MA_S03_P01,Marakele,MA_S03,9:14,25/03/2024,Sunny,No obvious signs,Flat,25,0,230,370,360,960,,lots of dead grass biomass
MA_S03_P02,Marakele,MA_S03,9:46,25/03/2024,Sunny,"Warthog dung near plot, flattened grass, small antelope dung in plot",Flat,40,0,245,160,220,390,,
MA_S03_P03,Marakele,MA_S03,10:18,25/03/2024,"Sunny, some clouds",No obvious signs,Flat,25,0,50,110,250,120,ECO_48,
MA_S03_P04,Marakele,MA_S03,11:10,25/03/2024,"Sunny, hot",No obvious signs,Flat,40,0,200,150,650,130,,
MA_S03_P05,Marakele,MA_S03,11:29,25/03/2024,"Sunny, some clouds",No obvious signs,Flat,20,0,310,80,300,100, ,
MA_S04_P01,Marakele,MA_S04,12:12,25/03/2024,Mostly cloudy,No obvious signs,Flat,10,0,200,210,520,130,,
MA_S04_P02,Marakele,MA_S04,12:40,25/03/2024,Mostly cloudy,No obvious signs,Flat ,20,0,90,115,880,300,,
MA_S04_P03,Marakele,MA_S04,13:18,25/03/2024,"Mostly cloudy, some sun",Small antelope droppings next to plot ,Flat,50,0,85,70,390,255,ECO_49,
MA_S04_P04,Marakele,MA_S04,14:06,25/03/2024,"Sunny, some clouds, hot",No obvious signs,Flat,20,0,115,50,1065,100,,
MA_S04_P05,Marakele,MA_S04,14:40,25/03/2024,"Hot, sunny, some clouds",No obvious signs,Flat,30,0,96,110,600,970,,
MA_S05_P01,Marakele,MA_S05,8:27,26/03/2024,Sunny,No obvious signs,Flat,70,0,80,145,260,440,,
MA_S05_P02,Marakele,MA_S05,9:22,26/03/2024,Sunny,No obvious signs,Flat,80,0,80,40,180,165,,
MA_S05_P03,Marakele,MA_S05,10:15,26/03/2024,Sunny,No obvious signs,Flat,70,0,70,190,460,15,ECO_50,
MA_S05_P04,Marakele,MA_S05,11:17,26/03/2024,"Hot, sunny",No obvious signs,Flat,75,0,5,60,250,75,,semi shaded
MA_S05_P05,Marakele,MA_S05,12:12,26/03/2024,Mostly cloudy,No obvious signs,Flat,40,0,140,45,50,345,,semi shaded
