plot_ID,species,cover_percent,life_form,growth_form,height_cm,length_cm,width_cm,spinescence,n_spines,hairs,leaf_size,bulk_density,cageyness,woody_diameter,woody_n_stems,reproductive_height,specimen_notes,reserve,site_ID,time,date,weather,megafauna_presence,topographic_position,bare_ground,rock_cover,tsq_x_shrub,tsq_t_shrub,tsq_x_tree,tsq_t_tree,camera_ID,notes,identification,species_per_reserve,species_per_plot,species_per_site,growth_forms_per_site,growth_forms_per_plot
SY_S03_P03,Asparagus laricinus,1,Forb,mf (Messy forb),48,52,35,<5cm; on stems and branches,7,absent,Micro,low,Not cagey,,"",,"",Syringa Sands,SY_S03,14:20,28/02/2024,"Sunny, some clouds",Some droppings,Flat,20,20,77,98,40,36,"",25% moss cover,species_level,122,16,44,12,9
SY_S05_P05,Asparagus laricinus,1,Forb,sf (Straight forb),26,9,5,<5cm; on stems and branches,3,absent,Micro,low,Not cagey,,"",,"",Syringa Sands,SY_S05,9:33,29/02/2024,Overcast,Large antelope droppings,Slightly sloped,15,10,76,60,1500,1050,"","",species_level,122,12,42,8,4
SU_S01_P03,Asparagus laricinus,2,Forb,rf (Round forb),36,32,7,<5cm; on stems and branches,13,absent,Micro,low,Semi cagey,,"",,"",Summerplace,SU_S01,15:35,01/03/2024,Sunny,No obvious signs,Flat,30,0,72,40,213,67,ECO_21,"",species_level,132,20,68,12,11
SU_S02_P02,Asparagus laricinus,2,Forb,mf (Messy forb),35,43,20,<5cm; on stems and branches,5,absent,Micro,low,Not cagey,,"",,"",Summerplace,SU_S02,8:53,02/03/2024,Sunny,"",Slightly sloped,50,0,130,5,60,250,"",Shaded,species_level,132,14,47,10,6
AN_S05_P03,Asparagus laricinus,1,Forb,rf (Round forb),19,11,5,<5cm; on stems and branches,7,absent,Thin linear,low,Not cagey,,"",,"",Ant's Farm,AN_S05,"",11/03/2024,"Hot, sunny, windy",Antelope droppings nearby,Flat,60,0,89,60,30,140,ECO_35,Very sandy soil,species_level,136,15,55,11,8
WI_S02_P01,Asparagus setaceus,1,Forb,sf (Straight forb),11,4.5,2,Absent,,absent,Micro,low,Not cagey,,"",,"",Willowisp,WI_S02,13:06,24/02/2024,Sunny,No obvious signs,Flat,15,0,20,80,70,120,"","",species_level,108,19,48,13,10
SU_S02_P02,Asparagus suaveolens,5,Forb,rf (Round forb),51,57,35,<5cm; on stems and branches,18,absent,Micro,medium,Semi cagey,,"",,"",Summerplace,SU_S02,8:53,02/03/2024,Sunny,"",Slightly sloped,50,0,130,5,60,250,"",Shaded,species_level,132,14,47,10,6
SW_S02_P05,Barleria crossandriformis,1,Forb,sf (Straight forb),35,8,8,Absent,,absent,Macro,low,Not cagey,,"",49,"",Swebeswebe,SW_S02,11:02,20/03/2024,Sunny,No obv signs,Flat,50,20,50,180,110,130,"","Semi- shaded, sloped and rocky surrounding plot",species_level,91,14,36,9,7
SW_S02_P05,Barleria heterotricha,1,Forb,sf (Straight forb),26,11,7,Absent,,both,Micro,low,Not cagey,,"",,"",Swebeswebe,SW_S02,11:02,20/03/2024,Sunny,No obv signs,Flat,50,20,50,180,110,130,"","Semi- shaded, sloped and rocky surrounding plot",species_level,91,14,36,9,7
MA_S02_P03,Barleria macrostegia,1,Forb,sf (Straight forb),13,2,2,Absent,,both,Micro,low,Not cagey,,"",,"",Marakele,MA_S02,16:12,24/03/2024,Sunny,No obvious signs,Flat,5,0,130,310,910,300,ECO_47,"",species_level,97,12,40,12,6
MA_S03_P02,Barleria macrostegia,1,Forb,sf (Straight forb),15,4,3.5,Absent,,both,Macro,low,Not cagey,,"",,"",Marakele,MA_S03,9:46,25/03/2024,Sunny,"Warthog dung near plot, flattened grass, small antelope dung in plot",Flat,40,0,245,160,220,390,"","",species_level,97,10,30,11,5
KA_S03_P02,Bauhinia petersiana,25,Shrub,sss (Shrub single-stemmed),98,75,62,Absent,,absent,Macro,medium,Not cagey,0.6,1,,"",Kaingo,KA_S03,13:19,14/03/2024,"Very hot, sunny",No obvious signs,Flat,60,0,27,20,75,400,"","",species_level,81,9,23,9,5
KA_S03_P04,Bauhinia petersiana,30,Shrub,mss (Shrub multi-stemmed),93,45,32,Absent,,absent,Macro,high,Semi cagey,0.5,5,,"",Kaingo,KA_S03,14:28,14/03/2024,"Very hot, sunny, windy",No obvious signs,Flat,20,0,26,36,458,690,"","",species_level,81,5,23,9,4
DA_S04_P03,Bergia decumbescens,1,Forb,cf (Creeping forb),15,16,16,Absent,,stems,Macro,medium,Not cagey,,"",,"",Dabchick,DA_S04,8:44,07/03/2024,Overcast,"Large, small antelope, buffalo droppings nearby",Flat,30,0,46,39,381,590,ECO_29,Very sandy soil,species_level,145,13,34,8,6
DA_S02_P02,Berkheya insignis,1,Forb,sf (Straight forb),20,7,6,Absent,,absent,Thin linear,low,Not cagey,,"",20.5,"",Dabchick,DA_S02,8:04,06/03/2024,"Sunny, windy ",Antelope droppings in plot,Flat,40,0,25,130,660,160,"","",species_level,145,19,43,13,9
DA_S02_P03,Berkheya insignis,1,Forb,sf (Straight forb),31,11,9,Absent,,absent,Thin linear,low,Not cagey,,"",24,"",Dabchick,DA_S02,9:06,06/03/2024,"Sunny, windy",Antelope droppings in plot,Flat,55,0,122,258,390,498,"","",species_level,145,18,43,13,6
JE_S03_P02,Bidens bipinnata,1,Forb,sf (Straight forb),26,8.5,4.5,Absent,,Absent,Macro,low,Not cagey,,"",40,"",Jembisa,JE_S03,14:44,22/02/2024,"Sunny, some clouds","Fresh antelope dung, strong smell",Flat,85,0,30,110,300,120,ECO_08,"",species_level,102,18,42,9,7
SY_S02_P01,Bidens bipinnata,1,Forb,sf (Straight forb),9,3,2,Absent,,absent,Macro,low,Not cagey,,"",,"",Syringa Sands,SY_S02,7:22,28/02/2024,"Overcast, cold",Lots of small antelope droppings,Flat,20,10,70,135,1230,1640,"","",species_level,122,19,51,13,7
SY_S02_P02,Bidens bipinnata,1,Forb,sf (Straight forb),50,9,9,Absent,,absent,Macro,low,Not cagey,,"",51.5,"",Syringa Sands,SY_S02,8:11,28/02/2024,Cloudy,Zebra droppings,Flat,5,0,71,15,170,481,"",Shaded,species_level,122,13,51,13,7
SY_S03_P02,Bidens bipinnata,1,Forb,sf (Straight forb),8.5,3,2,Absent,,absent,Micro,low,Not cagey,,"",,"",Syringa Sands,SY_S03,13:29,28/02/2024,Cloudy,"Antelope droppings in plot, some browsing damage",Flat,30,5,60,97,111,995,"","",species_level,122,16,44,12,9
SY_S02_P05,Bidens bipinnata,1,Forb,sf (Straight forb),23,6,5,"",,absent,Macro,low,Not cagey,,"",24,"",Syringa Sands,SY_S02,10:36,28/02/2024,"Cloudy, windy","",Flat,10,0,17,44,220,102,"",Shaded,species_level,122,19,51,13,8
SY_S04_P03,Bidens bipinnata,1,Forb,sf (Straight forb),26,6,4,Absent,,absent,Macro,low,Not cagey,,"",25,"",Syringa Sands,SY_S04,17:44,28/02/2024,Cloudy,Antelope droppings,Slightly sloped,20,0,310,30,240,220,"","",species_level,122,14,42,12,6
SY_S04_P04,Bidens bipinnata,1,Forb,sf (Straight forb),28,3.5,3,Absent,,absent,Macro,low,Not cagey,,"",30,"",Syringa Sands,SY_S04,10:47,29/02/2024,Overcast,"","",10,0,100,257,785,890,"","",species_level,122,14,42,12,7
SY_S04_P05,Bidens bipinnata,1,Forb,sf (Straight forb),24,11,11,Absent,,absent,Macro,low,Not cagey,,"",26,"",Syringa Sands,SY_S04,11:23,29/02/2024,Overcast,Antelope droppings,"",50,0,90,130,150,180,"",Shaded,species_level,122,18,42,12,8
SU_S01_P03,Bidens bipinnata,1,Forb,sf (Straight forb),15,4,2.5,Absent,,absent,Macro,low,Not cagey,,"",17,"",Summerplace,SU_S01,15:35,01/03/2024,Sunny,No obvious signs,Flat,30,0,72,40,213,67,ECO_21,"",species_level,132,20,68,12,11
SU_S01_P05,Bidens bipinnata,1,Forb,sf (Straight forb),17,2,1.5,Absent,,absent,Micro,low,Not cagey,,"",17.5,"",Summerplace,SU_S01,17:47,01/03/2024,Sunset,Droppings nearby,Flat,60,0,100,30,470,480,"","",species_level,132,19,68,12,6
SU_S02_P01,Bidens bipinnata,1,Forb,sf (Straight forb),16,4,3,Absent,,absent,Macro,low,Not cagey,,"",19.5,"",Summerplace,SU_S02,7:20,02/03/2024,Sunny,Some antelope & cattle droppings nearby,Flat,10,0,72,100,226,217,"","",species_level,132,11,47,10,7
SU_S05_P02,Bidens bipinnata,1,Forb,sf (Straight forb),17,5.5,4,Absent,,absent,Macro,medium,Not cagey,,"",21,"",Summerplace,SU_S05,13:18,03/03/2024,"Sunny, hot",Droppings nearby,Flat,65,0,49,156,173,247,"","",species_level,132,11,67,12,5
DA_S01_P01,Bidens bipinnata,1,Forb,sf (Straight forb),15,3,1.5,Absent,,absent,Micro,low,Not cagey,2.5,2,16.5,"",Dabchick,DA_S01,13:05,05/03/2024,"Sunny, very windy ",Antelope droppings,Slightly sloped,30,15,60,20,108,80,"","",species_level,145,25,58,10,9
DA_S01_P02,Bidens bipinnata,1,Forb,sf (Straight forb),32,10,7,Absent,,absent,Macro,low,Not cagey,,"",34,"",Dabchick,DA_S01,14:23,05/03/2024,"Sunny, very windy ",Old droppings,Slightly sloped,65,15,84,88,534,136,"","",species_level,145,23,58,10,7
DA_S01_P04,Bidens bipinnata,5,Forb,sf (Straight forb),37,3,2,Absent,,absent,Micro,medium,Not cagey,,"",43,"",Dabchick,DA_S01,16:27,05/03/2024,"Overcast, thunder",Droppings in plot,Flat,70,0,40,76,237,85,"","",species_level,145,13,58,10,4
DA_S01_P05,Bidens bipinnata,1,Forb,sf (Straight forb),18,2.5,1.5,Absent,,absent,Macro,low,Not cagey,,"",20,"",Dabchick,DA_S01,17:14,05/03/2024,"Overcast, thunder",Buffalo droppings on plot,Flat,70,5,10,40,310,150,"","",species_level,145,18,58,10,5
DA_S03_P03,Bidens bipinnata,1,Forb,sf (Straight forb),36,3,2,Absent,,absent,Macro,medium,Not cagey,,"",36.5,"",Dabchick,DA_S03,14:08,06/03/2024,"Hot, sunny, windy","Rhino dung in plot, antelope droppings nearby",Flat,30,0,40,125,193,282,"","",species_level,145,24,51,10,7
DA_S02_P04,Bidens bipinnata,1,Forb,sf (Straight forb),70,9,4,Absent,,absent,Macro,low,Not cagey,,"",22,"",Dabchick,DA_S02,15:05,06/03/2024,Sunny,Buffalo dung,Flat,50,0,119,65,92,254,"","",species_level,145,7,43,13,4
DA_S02_P01,Bidens bipinnata,1,Forb,sf (Straight forb),35,4,4,Absent,,absent,Macro,medium,Not cagey,,"",37,"",Dabchick,DA_S02,7:00,06/03/2024,Sunny,"",Flat,50,0,60,40,120,170,"","",species_level,145,24,43,13,11
DA_S02_P05,Bidens bipinnata,1,Forb,sf (Straight forb),50,3,3,Absent,,stems,Macro,low,Not cagey,,"",50,"",Dabchick,DA_S02,10:31,06/03/2024,"Sunny, windy",Old droppings in plot,Flat,20,0,20,50,230,80,"","",species_level,145,20,43,13,9
DA_S05_P04,Bidens bipinnata,1,Forb,sf (Straight forb),36,10,3,Absent,,absent,Macro,low,Not cagey,,"",45,"",Dabchick,DA_S05,14:27,07/03/2024,Mostly cloudy,Old buffalo dung,Slightly sloped,15,15,30,59,1835,1551,"","",species_level,145,21,55,12,6
DA_S05_P02,Bidens bipinnata,1,Forb,sf (Straight forb),45,19,7,Absent,,absent,Macro,low,Not cagey,,"",59,"",Dabchick,DA_S05,12:22,07/03/2024,Mostly cloudy,Lots of antelope droppings nearby,Flat,45,15,90,60,165,50,"","",species_level,145,18,55,12,8
DA_S05_P05,Bidens bipinnata,1,Forb,sf (Straight forb),15,2.5,2,Absent,,absent,Macro,low,Not cagey,,"",17,"",Dabchick,DA_S05,15:22,07/03/2024,Mostly cloudy,Old dung nearby,Flat,15,20,40,190,170,380,"","",species_level,145,21,55,12,7
AN_S05_P04,Bidens bipinnata,1,Forb,sf (Straight forb),27,6,4,Absent,,absent,Macro,low,Not cagey,,"",28,"",Ant's Farm,AN_S05,"",11/03/2024,"Sunny, hot, windy",Antelope droppings nearby,Flat,5,0,30,25,130,580,"","",species_level,136,13,55,11,7
AN_S04_P05,Bidens bipinnata,2,Forb,sf (Straight forb),28,5,4,Absent,,absent,Macro,low,Not cagey,,"",32,"",Ant's Farm,AN_S04,11:00,11/03/2024,Sunny,"Buffalo dung in plot, heavy browsing damage ",Flat,20,0,100,60,160,240,"","",species_level,136,16,51,9,5
LA_S02_P01,Blepharis maderaspatensis,1,Forb,cf (Creeping forb),15,25,15,Absent,,stems and branches,Micro,high,Semi cagey,,"",15,"",Lapalala,LA_S02,8:00,16/02/2024,"Sunny, no clouds",No obvious signs,Flat,45,5,101,190,900,470,"","",species_level,88,12,32,9,7
LA_S02_P02,Blepharis maderaspatensis,1,Forb,sf (Straight forb),5,2,1.5,Absent,,stems and branches,Micro,low,Not cagey,,"",2,"",Lapalala,LA_S02,9:19,16/02/2024,"Sunny, no clouds",Old feces,Flat,30,20,250,110,500,110,"","",species_level,88,7,32,9,3
LA_S02_P05,Blepharis maderaspatensis,1,Forb,rf (Round forb),4,5,3,Absent,,stems and branches,Micro,high,Semi cagey,,"",4,"",Lapalala,LA_S02,13:00,16/02/2024,"Sunny, no clouds",No obvious signs,Flat,35,5,170,140,300,610,"","",species_level,88,12,32,9,7
LA_S03_P03,Blepharis maderaspatensis,1,Forb,rf (Round forb),14,18,18,Absent,,stems and branches,Micro,high,Semi cagey,,"",10,"",Lapalala,LA_S03,13:03,17/02/2024,"Sunny, hot, windy","Spoor, old rhino/elephant dung","Flat, slight slope",80,0,190,260,530,100,ECO_02,"",species_level,88,9,45,11,5
JE_S03_P01,Blepharis maderaspatensis,1,Forb,cf (Creeping forb),7,18,11,Absent,,both,Macro,medium,Not cagey,,"",1.5,"",Jembisa,JE_S03,14:12,22/02/2024,Sunny,Old zebra dung,"Flat, very rocky",50,30,260,200,210,240,ECO_08,"",species_level,102,10,42,9,5
JE_S03_P05,Blepharis maderaspatensis,1,Forb,cf (Creeping forb),15,12,5,Absent,,stems and branches,Macro,low,Not cagey,,"",8,"",Jembisa,JE_S03,16:30,22/02/2024,"Sunny, some clouds",Zebra dung,Flat,40,20,230,510,540,780,ECO_08,"",species_level,102,14,42,9,5
WI_S01_P01,Blepharis maderaspatensis,1,Forb,cf (Creeping forb),9,29,27,Absent,,stems,Micro,high,Semi cagey,,"",6,"",Willowisp,WI_S01,7:32,24/02/2024,Sunny,No obvious signs,Flat,10,30,170,70,530,610,"","",species_level,108,26,58,11,8
WI_S05_P02,Blepharis maderaspatensis,2,Forb,rf (Round forb),24,27,23,Absent,,stems,Macro,low,Not cagey,,"",17,"",Willowisp,WI_S05,15:51,25/02/2024,Sunny,No obvious signs,Flat,25,0,270,151,163,427,"","",species_level,108,11,36,13,6
WI_S01_P03,Blepharis maderaspatensis,2,Forb,mf (Messy forb),22,35,32,Absent,,absent,Macro,medium,Not cagey,,"",6,"",Willowisp,WI_S01,10:00,24/02/2024,"Sunny, windy",No obvious signs,Flat,10,0,110,50,90,180,"","",species_level,108,20,58,11,10
WI_S01_P04,Blepharis maderaspatensis,15,Forb,cf (Creeping forb),18.5,41,27,Absent,,stems,Macro,medium,Not cagey,,"",17.5,"",Willowisp,WI_S01,11:08,24/02/2024,Sunny,No obvious signs,Flat,10,0,20,60,120,270,"",Shaded,species_level,108,11,58,11,7
WI_S01_P05,Blepharis maderaspatensis,5,Forb,cf (Creeping forb),13,5.2,30,Absent,,stems,Micro,high,Not cagey,,"",5,"",Willowisp,WI_S01,11:52,24/02/2024,Sunny,No obvious signs,Flat,15,0,190,110,360,370,"","",species_level,108,19,58,11,7
WI_S03_P01,Blepharis maderaspatensis,1,Forb,sf (Straight forb),16,8.5,5.5,Absent,,stems,Macro,medium,Not cagey,,"",23,"",Willowisp,WI_S03,7:07,25/02/2024,Sunny,No obvious signs,Flat,60,25,100,70,20,170,"","",species_level,108,10,35,12,7
WI_S03_P03,Blepharis maderaspatensis,1,Forb,sf (Straight forb),8,3,2,Absent,,absent,Micro,low,Not cagey,,"",,"",Willowisp,WI_S03,8:46,25/02/2024,Sunny,No obvious signs,Flat,40,0,95,121,282,110,"","",species_level,108,14,35,12,7
WI_S03_P04,Blepharis maderaspatensis,1,Forb,cf (Creeping forb),10.5,24,23,Absent,,stems,Macro,low,Not cagey,,"",6,"",Willowisp,WI_S03,9:30,25/02/2024,Sunny,No obvious signs,Flat,60,0,270,100,250,130,"","",species_level,108,13,35,12,7
WI_S02_P01,Blepharis maderaspatensis,1,Forb,sf (Straight forb),29,32,30,Absent,,stems,Macro,low,Not cagey,,"",24,"",Willowisp,WI_S02,13:06,24/02/2024,Sunny,No obvious signs,Flat,15,0,20,80,70,120,"","",species_level,108,19,48,13,10
WI_S02_P02,Blepharis maderaspatensis,2,Forb,rf (Round forb),12,18,11,Absent,,stems,Macro,low,Not cagey,,"",7,"",Willowisp,WI_S02,14:10,24/02/2024,Sunny,No obvious signs,Flat,10,2,80,50,720,140,"","",species_level,108,17,48,13,8
WI_S02_P03,Blepharis maderaspatensis,2,Forb,cf (Creeping forb),9,32,16,Absent,,stems,Macro,low,Not cagey,,"",7.5,"",Willowisp,WI_S02,14:53,24/02/2024,Sunny,No obvious signs,Flat,15,0,30,40,160,50,"","",species_level,108,24,48,13,9
WI_S04_P01,Blepharis maderaspatensis,1,Forb,rf (Round forb),13,7.5,6,Absent,,stems,Macro,medium,Not cagey,,"",7,"",Willowisp,WI_S04,11:27,25/02/2024,Sunny,No obvious signs,Flat,75,0,290,130,300,370,"",general area is rocky,species_level,108,18,35,13,7
WI_S02_P04,Blepharis maderaspatensis,2,Forb,cf (Creeping forb),7,19,10,Absent,,absent,Macro,low,Not cagey,,"",6,"",Willowisp,WI_S02,16:15,24/02/2024,Sunny,Very old impala poop,Flat,5,5,77,240,70,90,"","",species_level,108,18,48,13,9
SW_S02_P04,Blepharis maderaspatensis,1,Forb,rf (Round forb),18,17.5,6.5,Absent,,stems,Macro,low,Not cagey,,"",180,"",Swebeswebe,SW_S02,10:00,20/03/2024,Sunny,Small antelope droppings nearby,Flat,50,0,50,62,230,43,"",Sloped and rocky surrounding plot,species_level,91,15,36,9,8
SW_S04_P03,Blepharis maderaspatensis,5,Forb,rf (Round forb),11,14,8,Absent,,absent,Macro,medium,Not cagey,,"",8,"",Swebeswebe,SW_S04,8:18,21/03/2024,"Sunny, some clouds",Antelope droppings in plot,Flat,30,10,47,484,152,346,ECO_44,"",species_level,91,11,32,12,5
SW_S05_P03,Blepharis maderaspatensis,2,Forb,rf (Round forb),24,22,15,Absent,,stems,Macro,low,Not cagey,,"",20,browsed,Swebeswebe,SW_S05,12:55,21/03/2024,Mostly cloudy,Heavy browsing damage,Flat,60,0,65,254,188,80,ECO_45,"",species_level,91,12,34,12,7
SW_S05_P04,Blepharis maderaspatensis,5,Forb,mf (Messy forb),16,19,16,Absent,,stems,Macro,low,Not cagey,,"",14,"",Swebeswebe,SW_S05,13:35,21/03/2024,Mostly cloudy,Small antelope droppings in plot,Flat,25,0,70,75,90,126,"","",species_level,91,13,34,12,8
SW_S04_P05,Blepharis maderaspatensis,2,Forb,mf (Messy forb),25,23,16,Absent,,both,Macro,low,Not cagey,,"",15,"",Swebeswebe,SW_S04,9:37,21/03/2024,Mostly cloudy,Antelope droppings in plot,Flat,25,1,146,60,190,85,"","",species_level,91,16,32,12,8
SY_S01_P03,Blepharis subvolubilis,1,Forb,cf (Creeping forb),20,21,15,<5cm; on leaves,41,absent,Macro,low,Not cagey,,"",3,"",Syringa Sands,SY_S01,15:19,27/02/2024,Cloudy,Lots of droppings nearby,Flat,15,0,32,50,1040,2000,"","",species_level,122,18,44,11,7
SU_S01_P05,Blepharis subvolubilis,1,Forb,sf (Straight forb),15,4,3,Absent,,both,Thin linear,low,Not cagey,,"",12,"",Summerplace,SU_S01,17:47,01/03/2024,Sunset,Droppings nearby,Flat,60,0,100,30,470,480,"","",species_level,132,19,68,12,6
SU_S01_P01,Blepharis subvolubilis,1,Forb,cuf (Cussion forb),15,39,19,<5cm; on leaves,,absent,Thick linear,low,Not cagey,,"",35,"",Summerplace,SU_S01,13:49,01/03/2024,Sunny,Droppings in plot,Flat,10,0,110,80,230,210,"","",species_level,132,18,68,12,8
SU_S05_P04,Blepharis subvolubilis,1,Forb,cuf (Cussion forb),3.5,5,3,<5cm; on leaves,20,absent,Thin linear,low,Not cagey,,"",,"",Summerplace,SU_S05,14:45,03/03/2024,"Sunny, some clouds ",Droppings nearby,Flat,40,0,100,240,260,320,"","",species_level,132,15,67,12,8
SY_S04_P01,Boophone discticha,1,Forb,sf (Straight forb),16,5,,Absent,,absent,Thick linear,low,Not cagey,,"",,"",Syringa Sands,SY_S04,16:40,28/02/2024,"Sunny, some clouds",Droppings of zebra/ wildebeast/ giraffe,Flat,10,5,80,191,499,767,"","",species_level,122,12,42,12,8
JE_S01_P01,Boring leaf,1,Forb,mf (Messy forb),10,4,4,Absent,,stems and branches,Macro,low,Not cagey,,"",,"",Jembisa,JE_S01,11:41,21/02/2024,Sunny,Zebra dung,Flat,20,0,180,100,1000,350,ECO_06,"",no,102,11,30,9,6
SU_S05_P01,Boring opposite leaf hairy stem,1,Forb,sf (Straight forb),7,3,3,Absent,,stems,Macro,medium,Not cagey,,"",,"",Summerplace,SU_S05,12:44,03/03/2024,"Sunny, hot",Droppings nearby,Flat,40,0,311,165,413,170,"","",no,132,12,67,12,5
SU_S04_P03,Boring opposite leaf hairy stem,1,Forb,sf (Straight forb),8.5,2,1.5,Absent,,stems,Micro,medium,Not cagey,,"",,"",Summerplace,SU_S05,9:35,03/03/2024,"Sunny, windy",No obvious signs,Flat,40,0,81,36,386,676,ECO_24,"",no,132,19,67,12,7
SU_S02_P04,Brachiaria brizantha,10,Graminoid,lg (Large graminoid),54,39,21,Absent,,both,Thick linear,medium,Semi cagey,,"",115,"",Summerplace,SU_S02,10:43,02/03/2024,Sunny,Antelope droppings,Flat,25,2,160,50,430,300,"","",species_level,132,14,47,10,8
SU_S04_P01,Brachiaria brizantha,5,Graminoid,rt (Relaxed tussock graminoid),38,26,19,Absent,,both,Thick linear,medium,Not cagey,,"",86,"",Summerplace,SU_S05,7:23,03/03/2024,Sunny,"Browsing damage, some large antelope droppings nearby ",Flat,60,0,272,220,1717,2095,"","",species_level,132,18,67,12,5
SU_S04_P02,Brachiaria brizantha,5,Graminoid,lg (Large graminoid),42,16,10,Absent,,leaves,Thick linear,low,Not cagey,,"",106,"",Summerplace,SU_S05,8:25,03/03/2024,Sunny,Browsing damage,Flat,30,0,20,70,410,30,"","",species_level,132,25,67,12,10
DA_S01_P03,Brachiaria brizantha,1,Graminoid,ug (Sparse upward graminoid),11,15,7,Absent,,leaves,Thin linear,medium,Not cagey,,"",55,"",Dabchick,DA_S01,15:34,05/03/2024,"Sunny, very windy ",Old droppings everywhere,Flat,60,20,72,40,235,215,"","",species_level,145,18,58,10,6
DA_S04_P02,Brachiaria brizantha,1,Graminoid,ug (Sparse upward graminoid),45,14,9,Absent,,leaves,Thick linear,low,Not cagey,,"",101,"",Dabchick,DA_S04,7:55,07/03/2024,Overcast,Old droppings in plot,Flat,50,0,63,57,99,140,"",Very sandy soil,species_level,145,14,34,8,7
DA_S05_P03,Brachiaria brizantha,1,Graminoid,ug (Sparse upward graminoid),35,11,9,Absent,,stems,Thick linear,low,Not cagey,,"",79,"",Dabchick,DA_S05,13:09,07/03/2024,Mostly cloudy,"Fresh buffalo dung, heavily browsed",Slightly sloped,25,35,160,370,630,1040,ECO_30,"",species_level,145,22,55,12,8
DA_S04_P05,Brachiaria brizantha,1,Graminoid,lg (Large graminoid),50,40,20,Absent,,absent,Thick linear,low,Not cagey,,"",120,"",Dabchick,DA_S04,10:00,07/03/2024,Overcast,Droppings nearby,Flat,30,0,20,20,660,165,"",Very sandy soil,species_level,145,13,34,8,7
LA_S03_P02,Brachiaria nigropedata,2,Graminoid,at (Angry tussock graminoid),16,16,11,Absent,,both,Thick linear,extremely thick,Semi cagey,,"",60,"",Lapalala,LA_S03,11:39,17/02/2024,"Sunny, hot, windy",No obvious signs,Flat,75,0,220,180,430,570,"","",species_level,88,13,45,11,7
LA_S03_P03,Brachiaria nigropedata,2,Graminoid,rt (Relaxed tussock graminoid),15,25,16,Absent,,both,Thick linear,extremely thick,Semi cagey,,"",75,"",Lapalala,LA_S03,13:03,17/02/2024,"Sunny, hot, windy","Spoor, old rhino/elephant dung","Flat, slight slope",80,0,190,260,530,100,ECO_02,"",species_level,88,9,45,11,5
WI_S01_P01,Brachiaria nigropedata,2,Graminoid,rt (Relaxed tussock graminoid),22,8,7.5,Absent,,both,Thin linear,low,Not cagey,,"",69,"",Willowisp,WI_S01,7:32,24/02/2024,Sunny,No obvious signs,Flat,10,30,170,70,530,610,"","",species_level,108,26,58,11,8
WI_S05_P02,Brachiaria nigropedata,5,Graminoid,at (Angry tussock graminoid),46,11,10,Absent,,leaves,Thin linear,high,Not cagey,,"",75,"",Willowisp,WI_S05,15:51,25/02/2024,Sunny,No obvious signs,Flat,25,0,270,151,163,427,"","",species_level,108,11,36,13,6
WI_S05_P03,Brachiaria nigropedata,1,Graminoid,rt (Relaxed tussock graminoid),30,19,16,Absent,,absent,Thin linear,medium,Not cagey,,"",52,"",Willowisp,WI_S05,16:27,25/02/2024,Sunny,No obvious signs,Flat,5,30,222,463,64,145,"",40 % shaded by Hexalobus monopetalus,species_level,108,11,36,13,8
WI_S03_P02,Brachiaria nigropedata,2,Graminoid,rt (Relaxed tussock graminoid),25,19,16,Absent,,stems,Thick linear,medium,Not cagey,,"",52,"",Willowisp,WI_S03,7:53,25/02/2024,Sunny,No obvious signs,Flat,40,30,110,110,290,100,"","",species_level,108,9,35,12,6
WI_S04_P01,Brachiaria nigropedata,5,Graminoid,rt (Relaxed tussock graminoid),31,13,6,Absent,,stems,Thick linear,medium,Not cagey,,"",79,"",Willowisp,WI_S04,11:27,25/02/2024,Sunny,No obvious signs,Flat,75,0,290,130,300,370,"",general area is rocky,species_level,108,18,35,13,7
WI_S04_P02,Brachiaria nigropedata,5,Graminoid,rt (Relaxed tussock graminoid),20,24,23,Absent,,leaves,Thick linear,high,Semi cagey,,"",95,"",Willowisp,WI_S04,12:13,25/02/2024,Sunny,No obvious signs,Flat,10,60,15,51,200,320,"",Very rocky,species_level,108,11,35,13,6
WI_S04_P03,Brachiaria nigropedata,2,Graminoid,rt (Relaxed tussock graminoid),30,29,16,Absent,,absent,Thick linear,medium,Not cagey,,"",93,"",Willowisp,WI_S04,12:58,25/02/2024,Sunny,No obvious signs,Flat,30,50,51,120,76,100,"","",species_level,108,12,35,13,7
DA_S03_P02,Brachiaria nigropedata,2,Graminoid,ug (Sparse upward graminoid),10,4,2,Absent,,both,Thin linear,low,Not cagey,,"",38,"",Dabchick,DA_S03,13:15,06/03/2024,"Hot, sunny, windy",Old droppings in plot,Flat,50,0,70,80,310,100,"","",species_level,145,20,51,10,8
AN_S02_P05,Brachiaria nigropedata,1,Graminoid,ug (Sparse upward graminoid),5,6,3,Absent,,leaves,Thick linear,low,Not cagey,,"",20,"",Ant's Farm,AN_S02,10:40,10/03/2024,Sunny,"Antelope droppings, browser",Flat,50,0,60,140,556,100,"","",species_level,136,14,39,12,7
KA_S01_P04,Brachiaria nigropedata,1,Graminoid,rt (Relaxed tussock graminoid),20,24,16,Absent,,absent,Thin linear,low,Not cagey,,"",61,"",Kaingo,KA_S01,15:02,13/03/2024,"Sunny, some clouds",Zebra and other antelope droppings nearby,Flat,50,5,210,460,265,340,"","",species_level,81,14,24,8,5
