plot_ID,species_richness_plot,tsq_x_shrub_plot,tsq_t_shrub_plot,tsq_x_tree_plot,tsq_t_tree_plot,reproductive_height_plot,bulk_density_plot,leaf_size_plot,hairs_plot,width_cm_plot,length_cm_plot,height_cm_plot,growth_form_plot,n_growth_forms_plot,life_form_plot
MA_S03_P01,9,230,370,360,960,72.4,low,Macro,Absent,19.1111111111111,27.6666666666667,27.2222222222222,Sparse upward graminoid,7,Forb
MA_S04_P01,8,200,210,520,130,59,low,Thin linear,Absent,16.5,24.375,22.375,Sparse upward graminoid,5,Graminoid
MA_S03_P05,12,310,80,300,100,100.333333333333,low,Thin linear,Absent,13.7083333333333,20.5833333333333,28.0833333333333,Sparse upward graminoid,5,Graminoid
MA_S05_P01,14,80,145,260,440,70.625,low,Macro,Absent,35.4642857142857,50.4285714285714,47.3571428571429,Sparse upward graminoid,7,Graminoid
AN_S05_P04,13,30,25,130,580,45.1875,low,Macro,Absent,18.0769230769231,29.7307692307692,42.1538461538462,Straight forb,7,Forb
LA_S01_P03,8,150,260,125,210,55.4,low,Micro,Absent,14.75,29.5,44.5,Straight forb,5,Forb
LA_S03_P01,17,250,190,350,260,31.5384615384615,low,Thin linear,Absent,7,15.5,17.5555555555556,Straight forb,9,Forb
SY_S05_P05,12,76,60,1500,1050,54.2,low,Macro,Absent,16.5,27.125,27.4166666666667,Straight forb,4,Forb
AN_S05_P03,15,89,60,30,140,75.5555555555556,low,Thin linear,Absent,23.0333333333333,30.9333333333333,52.1333333333334,Round forb,8,Forb
WI_S02_P01,19,20,80,70,120,57.65,low,Macro,Absent,28.6842105263158,42.0789473684211,54.8947368421053,Straight forb,10,Forb
SW_S02_P05,14,50,180,110,130,84.6666666666667,low,Macro,Leaves and Stems,27.8571428571429,37.0714285714286,58.9285714285714,Straight forb,7,Forb
MA_S03_P02,10,245,160,220,390,77.6,low,Macro,Absent,19.45,25.8,19.3,Straight forb,5,Forb
KA_S03_P04,5,26,36,458,690,103.666666666667,extremely thick,Thin linear,Absent,22.4,30.2,41.8,Relaxed tussock graminoid,4,Graminoid
SY_S02_P02,13,71,15,170,481,67.1666666666667,low,Thin linear,Absent,16.6923076923077,23.0384615384615,49.6923076923077,Straight forb,7,Graminoid
SY_S02_P05,19,17,44,220,102,39.2307692307692,low,Macro,Absent,13.0526315789474,18.0526315789474,27.5263157894737,Straight forb,8,Forb
SY_S04_P04,14,100,257,785,890,36.9444444444444,low,Macro,Absent,17.1428571428571,24.2857142857143,32.9642857142857,Straight forb,7,Forb
SU_S02_P01,11,72,100,226,217,60.0714285714286,low,Thin linear,Absent,17.8636363636364,22.9090909090909,25.4545454545455,Straight forb,7,Forb
SU_S05_P02,11,49,156,173,247,77,low,Macro,Absent,18.7272727272727,23.9090909090909,34.9090909090909,Straight forb,5,Forb
DA_S02_P05,20,20,50,230,80,58.4,low,Macro,Absent,13.15,16.6,35.65,Straight forb,9,Graminoid
JE_S03_P05,14,230,510,540,780,16.5,low,Macro,Absent,13.5357142857143,17.25,13.9642857142857,Creeping forb,5,Forb
WI_S01_P04,11,20,60,120,270,49.5,low,Macro,Leaves,28.0909090909091,50.2272727272727,34.2727272727273,Relaxed tussock graminoid,7,Forb
WI_S02_P02,17,80,50,720,140,27.9090909090909,low,Macro,Absent,17.1176470588235,24.2352941176471,23.0294117647059,Round forb,8,Forb
WI_S02_P03,24,30,40,160,50,43.0666666666667,low,Macro,Absent,11.0041666666667,14.7791666666667,17.85,Straight forb,9,Forb
WI_S02_P04,18,77,240,70,90,65.7857142857143,low,Macro,Absent,51.8611111111111,60.3888888888889,58.6111111111111,Straight forb,9,Forb
SW_S04_P03,11,47,484,152,346,56,low,Macro,Absent,15.0454545454545,21.3636363636364,24.7272727272727,Round forb,5,Forb
SW_S05_P03,12,65,254,188,80,39.7142857142857,low,Macro,Leaves,27.2916666666667,34,53.5,Round forb,7,Forb
SW_S05_P04,13,70,75,90,126,76.625,low,Macro,Leaves,21.5384615384615,40.4615384615385,44.8461538461538,Sparse upward graminoid,8,Forb
SY_S04_P01,12,80,191,499,767,40,low,Macro,Absent,,13.6666666666667,19,Straight forb,8,Forb
SU_S05_P01,12,311,165,413,170,54.9285714285714,low,Thin linear,Absent,13.4166666666667,17.8333333333333,18.125,Straight forb,5,Forb
DA_S04_P02,14,63,57,99,140,75.1363636363637,low,Thin linear,Absent,26.3571428571429,33.25,45.6428571428572,Sparse upward graminoid,7,Graminoid
WI_S04_P02,11,15,51,200,320,37.2,low,Macro,Absent,16.2727272727273,22.4545454545455,30.7272727272727,Relaxed tussock graminoid,6,Forb
SY_S03_P05,10,79,190,122,182,61.6,low,Thin linear,Absent,7.05,13.75,26.75,Straight forb,6,Forb
SU_S03_P05,15,80,110,520,80,1,low,Thin linear,Absent,9.06666666666667,12.4,21.3333333333333,Straight forb,8,Forb
AN_S01_P02,13,700,70,1600,1150,15.3181818181818,low,Micro,Absent,4.30769230769231,7.96153846153846,8.61538461538462,Sparse upward graminoid,7,Forb
AN_S04_P03,18,30,56,140,77,42.9,low,Thin linear,Absent,10.7777777777778,14.5,18.1666666666667,Straight forb,6,Forb
WI_S02_P05,7,230,240,250,670,35.4,low,Thin linear,Absent,11.4285714285714,15.8571428571429,22.2857142857143,Straight forb,3,Forb
SY_S03_P01,14,950,80,1050,100,42.4,low,Thin linear,Absent,10.8928571428571,16.4642857142857,18.7857142857143,Angry tussock graminoid,8,Forb
SY_S03_P04,10,323,64,1800,1500,,high,Macro,Absent,15.95,23.4,17.1,Round forb,6,Forb
SU_S01_P04,15,40,40,130,80,46.9375,low,Macro,Absent,27.7333333333333,44.5333333333333,47.8,Straight forb,7,Forb
SU_S03_P03,10,160,40,430,390,55.5625,low,Micro,Absent,9.65,14.1,24.95,Messy forb,6,Forb
AN_S02_P03,16,26,35,33,288,32.4444444444444,low,Macro,Absent,43.625,58.6875,84.8125,Round forb,6,Forb
LA_S05_P05,11,100,350,110,90,53.2857142857143,medium,Macro,Leaves and Stems,22,31,42.2727272727273,Round forb,6,Forb
SW_S03_P03,7,190,88,89,235,64.1428571428572,low,Macro,Absent,40.7142857142857,54.4285714285714,80,Round forb,4,Forb
MA_S05_P04,16,5,60,250,75,53.7142857142857,low,Macro,Leaves,28,56.5625,59.1875,Shrub single-stemmed,7,Graminoid
MA_S01_P01,13,99,100,370,205,43.6,low,Macro,Absent,30.1538461538462,40,38.7692307692308,Straight forb,8,Forb
SU_S02_P03,17,80,130,500,190,1,low,Micro,Absent,12.5,25.9411764705882,26.9411764705882,Messy forb,8,Forb
MA_S05_P02,11,80,40,180,165,71.8,low,Macro,Leaves,28.6363636363636,49,36.1818181818182,Shrub single-stemmed,7,Shrub
WI_S04_P04,10,8,13,74,220,49.8571428571429,low,Macro,Absent,41.65,56.1,88.1,Straight forb,7,Forb
SU_S01_P02,9,150,93,173,110,46.7142857142857,low,Thick linear,Absent,15.4444444444444,20.1111111111111,26.8888888888889,Large graminoid,7,Graminoid
AN_S01_P05,15,50,90,250,240,54.75,low,Macro,Absent,16.3,27,31.8333333333333,Sparse upward graminoid,5,Graminoid
AN_S02_P01,11,63,173,180,270,47,low,Thick linear,Leaves,19.9545454545455,35.4090909090909,26.2272727272727,Sparse upward graminoid,7,Forb
AN_S02_P04,13,82,128,193,261,33.1428571428572,low,Macro,Leaves,16.4230769230769,22.5384615384615,33,Straight forb,7,Forb
MA_S05_P03,9,70,190,460,15,31.6666666666667,low,Macro,Leaves,26.3333333333333,43.5555555555556,40.6666666666667,Round forb,7,Forb
MA_S05_P05,9,140,45,50,345,67,low,Macro,Absent,77.2222222222222,99.8888888888889,138.444444444444,Large graminoid,6,Forb
KA_S02_P04,5,165,160,290,70,75,medium,Macro,Absent,14.6,21.8,28.8,Straight forb,4,Graminoid
SW_S05_P01,5,133,231,125,605,89,low,Micro,Absent,63.6,82.4,59.4,Creeping graminoid,5,Forb
KA_S01_P03,4,173,124,288,33,70,extremely thick,Thin linear,Absent,18.125,23.375,17,Relaxed tussock graminoid,2,Graminoid
KA_S03_P03,4,5,65,182,71,69,extremely thick,Thin linear,Absent,48.75,59.75,64.5,Relaxed tussock graminoid,4,Forb
SW_S02_P01,9,324,90,370,356,30.3125,low,Macro,Absent,27.1666666666667,36.9444444444444,20.1666666666667,Straight forb,5,Forb
SW_S03_P05,4,45,570,20,40,35,low,Mega,Absent,91.25,107.5,166.25,Relaxed tussock graminoid,4,Graminoid
